feature_set,strategy,scenario,repetition,outer_seed,fold,category,training_count,test_count,q1,q2,minimum_required,adequate,kmeans_seed
strict6,Multivariate K-Means,Adequacy diagnostic only,5,100,3,Medium,44,,,,30,False,3925593700.0
strict6,Multivariate K-Means,Adequacy diagnostic only,5,100,3,Large,2,,,,30,False,3925593700.0
strict6,Multivariate K-Means,Adequacy diagnostic only,5,100,3,Small,403,,,,30,False,3925593700.0
strict6,Training-fold AFP quantiles,Quantile,5,100,4,Small,152,12.0,129.0,308.66666666666663,30,True,
strict6,Training-fold AFP quantiles,Quantile,5,100,4,Medium,147,18.0,129.0,308.66666666666663,30,True,
strict6,Training-fold AFP quantiles,Quantile,5,100,4,Large,150,20.0,129.0,308.66666666666663,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,5,100,4,Small,152,12.0,129.0,308.66666666666663,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,5,100,4,Medium,147,18.0,129.0,308.66666666666663,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,5,100,4,Large,150,20.0,129.0,308.66666666666663,30,True,
strict6,AFP K-Means,Adequacy diagnostic only,5,100,4,Small,418,,,,30,False,3774200951.0
strict6,AFP K-Means,Adequacy diagnostic only,5,100,4,Large,1,,,,30,False,3774200951.0
strict6,AFP K-Means,Adequacy diagnostic only,5,100,4,Medium,30,,,,30,False,3774200951.0
strict6,Multivariate K-Means,Adequacy diagnostic only,5,100,4,Small,401,,,,30,False,3733166616.0
strict6,Multivariate K-Means,Adequacy diagnostic only,5,100,4,Large,2,,,,30,False,3733166616.0
strict6,Multivariate K-Means,Adequacy diagnostic only,5,100,4,Medium,46,,,,30,False,3733166616.0
strict6,Training-fold AFP quantiles,Quantile,5,100,5,Small,151,10.0,128.0,321.66666666666663,30,True,
strict6,Training-fold AFP quantiles,Quantile,5,100,5,Medium,148,24.0,128.0,321.66666666666663,30,True,
strict6,Training-fold AFP quantiles,Quantile,5,100,5,Large,150,16.0,128.0,321.66666666666663,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,5,100,5,Small,151,10.0,128.0,321.66666666666663,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,5,100,5,Medium,148,24.0,128.0,321.66666666666663,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,5,100,5,Large,150,16.0,128.0,321.66666666666663,30,True,
strict6,AFP K-Means,Adequacy diagnostic only,5,100,5,Small,403,,,,30,False,3772986956.0
strict6,AFP K-Means,Adequacy diagnostic only,5,100,5,Large,1,,,,30,False,3772986956.0
strict6,AFP K-Means,Adequacy diagnostic only,5,100,5,Medium,45,,,,30,False,3772986956.0
strict6,Multivariate K-Means,Adequacy diagnostic only,5,100,5,Small,411,,,,30,False,2962413594.0
strict6,Multivariate K-Means,Adequacy diagnostic only,5,100,5,Large,1,,,,30,False,2962413594.0
strict6,Multivariate K-Means,Adequacy diagnostic only,5,100,5,Medium,37,,,,30,False,2962413594.0
strict6,Training-fold AFP quantiles,Quantile,5,100,6,Small,152,17.0,132.0,319.33333333333314,30,True,
strict6,Training-fold AFP quantiles,Quantile,5,100,6,Medium,147,16.0,132.0,319.33333333333314,30,True,
strict6,Training-fold AFP quantiles,Quantile,5,100,6,Large,150,17.0,132.0,319.33333333333314,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,5,100,6,Small,152,17.0,132.0,319.33333333333314,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,5,100,6,Medium,147,16.0,132.0,319.33333333333314,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,5,100,6,Large,150,17.0,132.0,319.33333333333314,30,True,
strict6,AFP K-Means,Adequacy diagnostic only,5,100,6,Small,418,,,,30,False,2763860706.0
strict6,AFP K-Means,Adequacy diagnostic only,5,100,6,Large,1,,,,30,False,2763860706.0
strict6,AFP K-Means,Adequacy diagnostic only,5,100,6,Medium,30,,,,30,False,2763860706.0
strict6,Multivariate K-Means,Adequacy diagnostic only,5,100,6,Large,2,,,,30,False,4197990913.0
strict6,Multivariate K-Means,Adequacy diagnostic only,5,100,6,Medium,43,,,,30,False,4197990913.0
strict6,Multivariate K-Means,Adequacy diagnostic only,5,100,6,Small,404,,,,30,False,4197990913.0
strict6,Training-fold AFP quantiles,Quantile,5,100,7,Small,150,20.0,133.33333333333331,329.66666666666663,30,True,
strict6,Training-fold AFP quantiles,Quantile,5,100,7,Medium,149,21.0,133.33333333333331,329.66666666666663,30,True,
strict6,Training-fold AFP quantiles,Quantile,5,100,7,Large,150,9.0,133.33333333333331,329.66666666666663,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,5,100,7,Small,150,20.0,133.33333333333331,329.66666666666663,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,5,100,7,Medium,149,21.0,133.33333333333331,329.66666666666663,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,5,100,7,Large,150,9.0,133.33333333333331,329.66666666666663,30,True,
strict6,AFP K-Means,Adequacy diagnostic only,5,100,7,Small,411,,,,30,False,1030899713.0
strict6,AFP K-Means,Adequacy diagnostic only,5,100,7,Large,1,,,,30,False,1030899713.0
strict6,AFP K-Means,Adequacy diagnostic only,5,100,7,Medium,37,,,,30,False,1030899713.0
strict6,Multivariate K-Means,Adequacy diagnostic only,5,100,7,Large,2,,,,30,False,1196862835.0
strict6,Multivariate K-Means,Adequacy diagnostic only,5,100,7,Small,401,,,,30,False,1196862835.0
strict6,Multivariate K-Means,Adequacy diagnostic only,5,100,7,Medium,46,,,,30,False,1196862835.0
strict6,Training-fold AFP quantiles,Quantile,5,100,8,Small,153,21.0,134.0,319.33333333333314,30,True,
strict6,Training-fold AFP quantiles,Quantile,5,100,8,Medium,146,12.0,134.0,319.33333333333314,30,True,
strict6,Training-fold AFP quantiles,Quantile,5,100,8,Large,150,17.0,134.0,319.33333333333314,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,5,100,8,Small,153,21.0,134.0,319.33333333333314,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,5,100,8,Medium,146,12.0,134.0,319.33333333333314,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,5,100,8,Large,150,17.0,134.0,319.33333333333314,30,True,
strict6,AFP K-Means,Adequacy diagnostic only,5,100,8,Small,421,,,,30,False,3068525873.0
strict6,AFP K-Means,Adequacy diagnostic only,5,100,8,Large,1,,,,30,False,3068525873.0
strict6,AFP K-Means,Adequacy diagnostic only,5,100,8,Medium,27,,,,30,False,3068525873.0
strict6,Multivariate K-Means,Adequacy diagnostic only,5,100,8,Medium,44,,,,30,False,2021792885.0
strict6,Multivariate K-Means,Adequacy diagnostic only,5,100,8,Large,2,,,,30,False,2021792885.0
strict6,Multivariate K-Means,Adequacy diagnostic only,5,100,8,Small,403,,,,30,False,2021792885.0
strict6,Training-fold AFP quantiles,Quantile,5,100,9,Small,151,18.0,132.0,317.6666666666663,30,True,
strict6,Training-fold AFP quantiles,Quantile,5,100,9,Medium,148,15.0,132.0,317.6666666666663,30,True,
strict6,Training-fold AFP quantiles,Quantile,5,100,9,Large,150,17.0,132.0,317.6666666666663,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,5,100,9,Small,151,18.0,132.0,317.6666666666663,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,5,100,9,Medium,148,15.0,132.0,317.6666666666663,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,5,100,9,Large,150,17.0,132.0,317.6666666666663,30,True,
strict6,AFP K-Means,Adequacy diagnostic only,5,100,9,Small,419,,,,30,False,4043696888.0
strict6,AFP K-Means,Adequacy diagnostic only,5,100,9,Large,1,,,,30,False,4043696888.0
strict6,AFP K-Means,Adequacy diagnostic only,5,100,9,Medium,29,,,,30,False,4043696888.0
strict6,Multivariate K-Means,Adequacy diagnostic only,5,100,9,Small,402,,,,30,False,3165853305.0
strict6,Multivariate K-Means,Adequacy diagnostic only,5,100,9,Medium,45,,,,30,False,3165853305.0
strict6,Multivariate K-Means,Adequacy diagnostic only,5,100,9,Large,2,,,,30,False,3165853305.0
strict6,Training-fold AFP quantiles,Quantile,5,100,10,Small,152,22.0,134.0,323.3333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile,5,100,10,Medium,148,13.0,134.0,323.3333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile,5,100,10,Large,150,14.0,134.0,323.3333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,5,100,10,Small,152,22.0,134.0,323.3333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,5,100,10,Medium,148,13.0,134.0,323.3333333333333,30,True,
strict6,Training-fold AFP quantiles,Quantile + MI,5,100,10,Large,150,14.0,134.0,323.3333333333333,30,True,
strict6,AFP K-Means,Adequacy diagnostic only,5,100,10,Small,419,,,,30,False,937405076.0
strict6,AFP K-Means,Adequacy diagnostic only,5,100,10,Large,1,,,,30,False,937405076.0
strict6,AFP K-Means,Adequacy diagnostic only,5,100,10,Medium,30,,,,30,False,937405076.0
strict6,Multivariate K-Means,Adequacy diagnostic only,5,100,10,Medium,43,,,,30,False,1851551911.0
strict6,Multivariate K-Means,Adequacy diagnostic only,5,100,10,Small,405,,,,30,False,1851551911.0
strict6,Multivariate K-Means,Adequacy diagnostic only,5,100,10,Large,2,,,,30,False,1851551911.0
