context,model,training_rows,features,best_parameters_json,best_inner_mae,model_seed,inner_seed,search_seed
scale_nested_et|strict6|Quantile + MI|5|4|Medium,extra_trees,147,AFP;Output;Interface,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": 0.5, ""min_samples_leaf"": 2, ""min_samples_split"": 2, ""n_estimators"": 500}",1622.9255231598188,2989648650.0,3607314968,3151905361.0
scale_nested_et|strict6|Quantile + MI|5|4|Large,extra_trees,150,AFP;Input;Enquiry,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": 1.0, ""min_samples_leaf"": 1, ""min_samples_split"": 10, ""n_estimators"": 300}",5599.583993369968,1700959803.0,3030868318,1041947982.0
benchmark|strict6|random_forest|5|4|All,random_forest,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 8, ""min_samples_split"": 5, ""n_estimators"": 500}",2613.8575099547647,1845226223.0,2106931340,2272182113.0
benchmark|strict6|xgboost|5|4|All,xgboost,449,AFP;Input;Output;Enquiry;File;Interface,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 200, ""reg_alpha"": 1.0, ""reg_lambda"": 5.0, ""subsample"": 0.9}",2666.7955056241553,532569043.0,1295321083,984162969.0
benchmark|strict6|lightgbm|5|4|All,lightgbm,449,AFP;Input;Output;Enquiry;File;Interface,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.02, ""max_depth"": -1, ""min_child_samples"": 20, ""n_estimators"": 400, ""num_leaves"": 15, ""reg_lambda"": 0.0, ""subsample"": 0.8}",2795.1931148796743,1292974984.0,2517311458,954969674.0
benchmark|strict6|stacking|5|4|All,stacking,449,AFP;Input;Output;Enquiry;File;Interface,"{""base_models"": [""tuned_random_forest"", ""tuned_extra_trees"", ""tuned_xgboost""], ""meta_learner"": ""LinearRegression"", ""stack_cv_seed"": 4224467439, ""stack_cv_splits"": 5}",,,4224467439,
scale_nested_et|strict6|Global|5|5|All,extra_trees,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 1.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 300}",2726.8866388398787,3202982155.0,4226501919,1125540028.0
scale_nested_et|strict6|Global + MI|5|5|All,extra_trees,449,AFP;Input;Enquiry,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 10, ""n_estimators"": 500}",2627.417424920993,562330462.0,2957280515,1089882776.0
scale_nested_et|strict6|Quantile|5|5|Small,extra_trees,151,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": 1.0, ""min_samples_leaf"": 8, ""min_samples_split"": 2, ""n_estimators"": 300}",792.0286390900386,1798080499.0,1993152988,3060122398.0
scale_nested_et|strict6|Quantile|5|5|Medium,extra_trees,148,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": 0.75, ""min_samples_leaf"": 8, ""min_samples_split"": 5, ""n_estimators"": 500}",1592.4830546364492,1653256441.0,4163745639,1617359427.0
scale_nested_et|strict6|Quantile|5|5|Large,extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 0.5, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 300}",5684.111402188573,3580339370.0,2357818564,3613056898.0
scale_nested_et|strict6|Quantile + MI|5|5|Small,extra_trees,151,AFP;Output;Enquiry,"{""bootstrap"": false, ""max_depth"": 10, ""max_features"": 1.0, ""min_samples_leaf"": 4, ""min_samples_split"": 2, ""n_estimators"": 500}",790.3304444789522,3007990723.0,319681535,604891560.0
scale_nested_et|strict6|Quantile + MI|5|5|Medium,extra_trees,148,Output;File;Interface,"{""bootstrap"": false, ""max_depth"": 20, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 5, ""n_estimators"": 300}",1615.0088184051401,2776461810.0,2596599813,3514359741.0
scale_nested_et|strict6|Quantile + MI|5|5|Large,extra_trees,150,AFP;Input;Enquiry,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 5, ""n_estimators"": 500}",5416.204431823026,1938019942.0,919581236,4053844309.0
benchmark|strict6|random_forest|5|5|All,random_forest,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": 0.75, ""min_samples_leaf"": 8, ""min_samples_split"": 10, ""n_estimators"": 300}",2610.8253234929234,2192961495.0,3613052326,4251923556.0
benchmark|strict6|xgboost|5|5|All,xgboost,449,AFP;Input;Output;Enquiry;File;Interface,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_weight"": 3, ""n_estimators"": 200, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0, ""subsample"": 0.9}",2849.716505222534,527945046.0,2835675812,396579558.0
benchmark|strict6|lightgbm|5|5|All,lightgbm,449,AFP;Input;Output;Enquiry;File;Interface,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.05, ""max_depth"": -1, ""min_child_samples"": 20, ""n_estimators"": 200, ""num_leaves"": 31, ""reg_lambda"": 0.0, ""subsample"": 0.8}",2858.9745454824456,4186958776.0,2169345418,2476567348.0
benchmark|strict6|stacking|5|5|All,stacking,449,AFP;Input;Output;Enquiry;File;Interface,"{""base_models"": [""tuned_random_forest"", ""tuned_extra_trees"", ""tuned_xgboost""], ""meta_learner"": ""LinearRegression"", ""stack_cv_seed"": 4201655090, ""stack_cv_splits"": 5}",,,4201655090,
scale_nested_et|strict6|Global|5|6|All,extra_trees,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": 1.0, ""min_samples_leaf"": 4, ""min_samples_split"": 10, ""n_estimators"": 500}",2638.569579237914,3081446198.0,3423030714,2175335933.0
scale_nested_et|strict6|Global + MI|5|6|All,extra_trees,449,AFP;Input;Enquiry,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 1.0, ""min_samples_leaf"": 4, ""min_samples_split"": 2, ""n_estimators"": 500}",2697.4025549611692,2997220129.0,1485428891,3360241081.0
scale_nested_et|strict6|Quantile|5|6|Small,extra_trees,152,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": 0.75, ""min_samples_leaf"": 4, ""min_samples_split"": 10, ""n_estimators"": 500}",798.9242526922926,3317509691.0,2436481974,3708124041.0
scale_nested_et|strict6|Quantile|5|6|Medium,extra_trees,147,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""max_depth"": null, ""max_features"": 1.0, ""min_samples_leaf"": 8, ""min_samples_split"": 2, ""n_estimators"": 300}",1586.00339525835,4260571456.0,418315887,2127796233.0
scale_nested_et|strict6|Quantile|5|6|Large,extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": 1.0, ""min_samples_leaf"": 4, ""min_samples_split"": 2, ""n_estimators"": 300}",5465.265432965861,926092919.0,4006507745,2752975517.0
scale_nested_et|strict6|Quantile + MI|5|6|Small,extra_trees,152,AFP;Input;Enquiry,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 1.0, ""min_samples_leaf"": 8, ""min_samples_split"": 2, ""n_estimators"": 500}",801.2344105121193,2948085247.0,1552342687,3027721864.0
scale_nested_et|strict6|Quantile + MI|5|6|Medium,extra_trees,147,AFP;Input;Output,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": 0.75, ""min_samples_leaf"": 2, ""min_samples_split"": 10, ""n_estimators"": 500}",1589.4432495079136,3719643364.0,309391149,3450849950.0
scale_nested_et|strict6|Quantile + MI|5|6|Large,extra_trees,150,AFP;Input;Enquiry,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 10, ""n_estimators"": 300}",5409.2661047040865,4163829987.0,3857502159,3645359190.0
benchmark|strict6|random_forest|5|6|All,random_forest,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""min_samples_split"": 10, ""n_estimators"": 300}",2635.5418426542615,622789757.0,996409051,905303107.0
benchmark|strict6|xgboost|5|6|All,xgboost,449,AFP;Input;Output;Enquiry;File;Interface,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_weight"": 3, ""n_estimators"": 200, ""reg_alpha"": 0.1, ""reg_lambda"": 10.0, ""subsample"": 0.7}",2668.643424158743,356513435.0,2778668289,3655635939.0
benchmark|strict6|lightgbm|5|6|All,lightgbm,449,AFP;Input;Output;Enquiry;File;Interface,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.02, ""max_depth"": -1, ""min_child_samples"": 20, ""n_estimators"": 200, ""num_leaves"": 31, ""reg_lambda"": 5.0, ""subsample"": 0.8}",2688.8712011550165,868958805.0,2698262031,1138217437.0
benchmark|strict6|stacking|5|6|All,stacking,449,AFP;Input;Output;Enquiry;File;Interface,"{""base_models"": [""tuned_random_forest"", ""tuned_extra_trees"", ""tuned_xgboost""], ""meta_learner"": ""LinearRegression"", ""stack_cv_seed"": 1252430780, ""stack_cv_splits"": 5}",,,1252430780,
scale_nested_et|strict6|Global|5|7|All,extra_trees,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": 0.75, ""min_samples_leaf"": 1, ""min_samples_split"": 10, ""n_estimators"": 500}",2594.0184082594883,646511428.0,677796409,2897283201.0
scale_nested_et|strict6|Global + MI|5|7|All,extra_trees,449,AFP;Input;File,"{""bootstrap"": false, ""max_depth"": 10, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 10, ""n_estimators"": 300}",2653.492617852014,1421320504.0,1573796620,2617892706.0
scale_nested_et|strict6|Quantile|5|7|Small,extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""max_depth"": 10, ""max_features"": 0.5, ""min_samples_leaf"": 8, ""min_samples_split"": 2, ""n_estimators"": 300}",793.5907458738493,2388182546.0,2977448060,4087109312.0
scale_nested_et|strict6|Quantile|5|7|Medium,extra_trees,149,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""max_depth"": 20, ""max_features"": 1.0, ""min_samples_leaf"": 4, ""min_samples_split"": 5, ""n_estimators"": 300}",1597.5796401801551,2320802842.0,4051761337,1307014118.0
scale_nested_et|strict6|Quantile|5|7|Large,extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 0.5, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 500}",5521.372555844612,3566119914.0,3538708335,2394409999.0
scale_nested_et|strict6|Quantile + MI|5|7|Small,extra_trees,150,AFP;Input;Enquiry,"{""bootstrap"": false, ""max_depth"": 20, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 5, ""n_estimators"": 300}",761.1279185185186,3365891383.0,3160759252,1491896125.0
scale_nested_et|strict6|Quantile + MI|5|7|Medium,extra_trees,149,AFP;Output;Interface,"{""bootstrap"": false, ""max_depth"": null, ""max_features"": 0.75, ""min_samples_leaf"": 4, ""min_samples_split"": 5, ""n_estimators"": 300}",1622.904171825038,1068091173.0,2766459011,2585708986.0
scale_nested_et|strict6|Quantile + MI|5|7|Large,extra_trees,150,AFP;Input;Enquiry,"{""bootstrap"": false, ""max_depth"": 10, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 5, ""n_estimators"": 500}",5370.65849991633,1601612682.0,2070621902,1896563497.0
benchmark|strict6|random_forest|5|7|All,random_forest,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 8, ""min_samples_split"": 10, ""n_estimators"": 500}",2666.546303200978,3540524178.0,1490788757,3151410936.0
benchmark|strict6|xgboost|5|7|All,xgboost,449,AFP;Input;Output;Enquiry;File;Interface,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 200, ""reg_alpha"": 1.0, ""reg_lambda"": 10.0, ""subsample"": 1.0}",2766.2739884449206,25777908.0,2379393490,1878080578.0
benchmark|strict6|lightgbm|5|7|All,lightgbm,449,AFP;Input;Output;Enquiry;File;Interface,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.02, ""max_depth"": 10, ""min_child_samples"": 20, ""n_estimators"": 400, ""num_leaves"": 7, ""reg_lambda"": 5.0, ""subsample"": 0.8}",2803.358393136372,3758573492.0,2652172862,2083501945.0
benchmark|strict6|stacking|5|7|All,stacking,449,AFP;Input;Output;Enquiry;File;Interface,"{""base_models"": [""tuned_random_forest"", ""tuned_extra_trees"", ""tuned_xgboost""], ""meta_learner"": ""LinearRegression"", ""stack_cv_seed"": 2084131815, ""stack_cv_splits"": 5}",,,2084131815,
scale_nested_et|strict6|Global|5|8|All,extra_trees,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""max_depth"": null, ""max_features"": 0.75, ""min_samples_leaf"": 1, ""min_samples_split"": 10, ""n_estimators"": 300}",2784.456650596609,2746794286.0,941541509,224624765.0
scale_nested_et|strict6|Global + MI|5|8|All,extra_trees,449,AFP;Input;Enquiry,"{""bootstrap"": false, ""max_depth"": 10, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 10, ""n_estimators"": 500}",2685.339902897407,475443063.0,3215339521,216945127.0
scale_nested_et|strict6|Quantile|5|8|Small,extra_trees,153,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""max_depth"": 20, ""max_features"": 0.5, ""min_samples_leaf"": 4, ""min_samples_split"": 10, ""n_estimators"": 300}",771.7431565922694,2266066243.0,1952039746,1076299829.0
scale_nested_et|strict6|Quantile|5|8|Medium,extra_trees,146,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""max_depth"": null, ""max_features"": 0.75, ""min_samples_leaf"": 4, ""min_samples_split"": 10, ""n_estimators"": 500}",1567.0549563171398,342356576.0,2136264196,2751558043.0
scale_nested_et|strict6|Quantile|5|8|Large,extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""max_depth"": null, ""max_features"": 1.0, ""min_samples_leaf"": 4, ""min_samples_split"": 10, ""n_estimators"": 500}",5672.667096707341,815198292.0,3523167690,2611754657.0
scale_nested_et|strict6|Quantile + MI|5|8|Small,extra_trees,153,AFP;Input;Enquiry,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 300}",784.3562441442356,1136209657.0,1541031042,2779003938.0
scale_nested_et|strict6|Quantile + MI|5|8|Medium,extra_trees,146,AFP;Output;File,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 0.5, ""min_samples_leaf"": 4, ""min_samples_split"": 5, ""n_estimators"": 300}",1608.9248571756436,3302388679.0,2693207207,881703697.0
scale_nested_et|strict6|Quantile + MI|5|8|Large,extra_trees,150,AFP;Input;Enquiry,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 0.75, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 500}",5785.653487303683,3411781711.0,3515131882,4188338410.0
benchmark|strict6|random_forest|5|8|All,random_forest,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 8, ""min_samples_split"": 10, ""n_estimators"": 500}",2872.3847868354883,522574943.0,3294656143,1728534167.0
benchmark|strict6|xgboost|5|8|All,xgboost,449,AFP;Input;Output;Enquiry;File;Interface,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_weight"": 3, ""n_estimators"": 200, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0, ""subsample"": 0.7}",2942.441322654138,522446606.0,3021043680,1503842144.0
benchmark|strict6|lightgbm|5|8|All,lightgbm,449,AFP;Input;Output;Enquiry;File;Interface,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.02, ""max_depth"": 10, ""min_child_samples"": 20, ""n_estimators"": 200, ""num_leaves"": 15, ""reg_lambda"": 1.0, ""subsample"": 0.8}",2868.1648405534925,4171883917.0,2869551078,3789910675.0
benchmark|strict6|stacking|5|8|All,stacking,449,AFP;Input;Output;Enquiry;File;Interface,"{""base_models"": [""tuned_random_forest"", ""tuned_extra_trees"", ""tuned_xgboost""], ""meta_learner"": ""LinearRegression"", ""stack_cv_seed"": 4145985923, ""stack_cv_splits"": 5}",,,4145985923,
scale_nested_et|strict6|Global|5|9|All,extra_trees,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""max_depth"": 10, ""max_features"": 0.75, ""min_samples_leaf"": 4, ""min_samples_split"": 2, ""n_estimators"": 300}",2654.876050758828,223112235.0,2103617967,4265277455.0
scale_nested_et|strict6|Global + MI|5|9|All,extra_trees,449,AFP;Input;Enquiry,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": 1.0, ""min_samples_leaf"": 1, ""min_samples_split"": 10, ""n_estimators"": 300}",2603.527884869256,3520215914.0,497362062,3389575219.0
scale_nested_et|strict6|Quantile|5|9|Small,extra_trees,151,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 4, ""min_samples_split"": 10, ""n_estimators"": 300}",812.4667651482373,3736039634.0,4074015459,913694359.0
scale_nested_et|strict6|Quantile|5|9|Medium,extra_trees,148,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": 0.5, ""min_samples_leaf"": 4, ""min_samples_split"": 2, ""n_estimators"": 500}",1672.8250761289667,315572937.0,136710056,3902455048.0
scale_nested_et|strict6|Quantile|5|9|Large,extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 1.0, ""min_samples_leaf"": 2, ""min_samples_split"": 10, ""n_estimators"": 500}",5435.303129931176,780523023.0,2340298238,3607186401.0
scale_nested_et|strict6|Quantile + MI|5|9|Small,extra_trees,151,AFP;Input;Enquiry,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 0.75, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 300}",813.4291384912198,1169157827.0,3178182027,823222750.0
scale_nested_et|strict6|Quantile + MI|5|9|Medium,extra_trees,148,AFP;Input;Output,"{""bootstrap"": false, ""max_depth"": 10, ""max_features"": 1.0, ""min_samples_leaf"": 4, ""min_samples_split"": 5, ""n_estimators"": 500}",1616.8917587954104,2426962244.0,2488696161,1773092876.0
scale_nested_et|strict6|Quantile + MI|5|9|Large,extra_trees,150,AFP;Input;Enquiry,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": 1.0, ""min_samples_leaf"": 1, ""min_samples_split"": 10, ""n_estimators"": 300}",5189.646242770193,3826179284.0,3547333025,529739453.0
benchmark|strict6|random_forest|5|9|All,random_forest,449,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 8, ""min_samples_split"": 5, ""n_estimators"": 300}",2601.843707857482,151954924.0,964688910,4085545968.0
benchmark|strict6|xgboost|5|9|All,xgboost,449,AFP;Input;Output;Enquiry;File;Interface,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 200, ""reg_alpha"": 1.0, ""reg_lambda"": 5.0, ""subsample"": 1.0}",2676.7903802012333,569601157.0,3613248147,2102310981.0
benchmark|strict6|lightgbm|5|9|All,lightgbm,449,AFP;Input;Output;Enquiry;File;Interface,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.02, ""max_depth"": -1, ""min_child_samples"": 10, ""n_estimators"": 200, ""num_leaves"": 7, ""reg_lambda"": 5.0, ""subsample"": 1.0}",2716.4710184045684,942427647.0,4280632495,3795885448.0
benchmark|strict6|stacking|5|9|All,stacking,449,AFP;Input;Output;Enquiry;File;Interface,"{""base_models"": [""tuned_random_forest"", ""tuned_extra_trees"", ""tuned_xgboost""], ""meta_learner"": ""LinearRegression"", ""stack_cv_seed"": 2346600420, ""stack_cv_splits"": 5}",,,2346600420,
scale_nested_et|strict6|Global|5|10|All,extra_trees,450,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": 1.0, ""min_samples_leaf"": 1, ""min_samples_split"": 5, ""n_estimators"": 500}",2762.704297447166,3982717277.0,1157383357,2246165761.0
scale_nested_et|strict6|Global + MI|5|10|All,extra_trees,450,AFP;Input;Enquiry,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 1.0, ""min_samples_leaf"": 4, ""min_samples_split"": 5, ""n_estimators"": 300}",2817.130014592667,3040516819.0,379653830,3459323371.0
scale_nested_et|strict6|Quantile|5|10|Small,extra_trees,152,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""max_depth"": null, ""max_features"": 0.75, ""min_samples_leaf"": 8, ""min_samples_split"": 10, ""n_estimators"": 500}",773.6083119029041,4289675342.0,152301341,326081200.0
scale_nested_et|strict6|Quantile|5|10|Medium,extra_trees,148,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 0.5, ""min_samples_leaf"": 8, ""min_samples_split"": 5, ""n_estimators"": 500}",1631.2661656626276,116227985.0,665838527,2807286440.0
scale_nested_et|strict6|Quantile|5|10|Large,extra_trees,150,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": false, ""max_depth"": 20, ""max_features"": 0.75, ""min_samples_leaf"": 2, ""min_samples_split"": 10, ""n_estimators"": 500}",5783.120860906645,940725339.0,600343637,3710300777.0
scale_nested_et|strict6|Quantile + MI|5|10|Small,extra_trees,152,AFP;Input;Enquiry,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 1.0, ""min_samples_leaf"": 8, ""min_samples_split"": 5, ""n_estimators"": 500}",768.2559904720101,2878918812.0,2239831227,3438259319.0
scale_nested_et|strict6|Quantile + MI|5|10|Medium,extra_trees,148,AFP;Output;File,"{""bootstrap"": false, ""max_depth"": 10, ""max_features"": 0.5, ""min_samples_leaf"": 4, ""min_samples_split"": 2, ""n_estimators"": 300}",1624.2063703242573,2403424210.0,3830883222,1517090668.0
scale_nested_et|strict6|Quantile + MI|5|10|Large,extra_trees,150,AFP;Input;Enquiry,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": 0.5, ""min_samples_leaf"": 1, ""min_samples_split"": 5, ""n_estimators"": 500}",5670.373051029969,1561195878.0,2629057716,1900713094.0
benchmark|strict6|random_forest|5|10|All,random_forest,450,AFP;Input;Output;Enquiry;File;Interface,"{""bootstrap"": true, ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""min_samples_split"": 10, ""n_estimators"": 500}",2834.0782535448957,139857264.0,854661035,1852602941.0
benchmark|strict6|xgboost|5|10|All,xgboost,450,AFP;Input;Output;Enquiry;File;Interface,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 200, ""reg_alpha"": 0.1, ""reg_lambda"": 5.0, ""subsample"": 0.9}",2863.84219156901,2237219387.0,3203542495,3881244970.0
benchmark|strict6|lightgbm|5|10|All,lightgbm,450,AFP;Input;Output;Enquiry;File;Interface,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": -1, ""min_child_samples"": 20, ""n_estimators"": 200, ""num_leaves"": 31, ""reg_lambda"": 0.0, ""subsample"": 0.8}",3073.5814272220778,2895378074.0,1603537635,2776388920.0
benchmark|strict6|stacking|5|10|All,stacking,450,AFP;Input;Output;Enquiry;File;Interface,"{""base_models"": [""tuned_random_forest"", ""tuned_extra_trees"", ""tuned_xgboost""], ""meta_learner"": ""LinearRegression"", ""stack_cv_seed"": 1169719312, ""stack_cv_splits"": 5}",,,1169719312,
